
Píxel (0, 0): R=000, G=000, B=000
Píxel (50, 30): R=252, G=20, B=0
Píxel (51, 30): R=254, G=19, B=0
Píxel (52, 30): R=254, G=19, B=0
Píxel (53, 30): R=252, G=19, B=2
Píxel (54, 30): R=251, G=20, B=4
Píxel (55, 30): R=250, G=20, B=4
Píxel (56, 30): R=248, G=23, B=3
Píxel (57, 30): R=247, G=22, B=2
Píxel (58, 30): R=249, G=19, B=6
Píxel (59, 30): R=207, G=23, B=15
Píxel (60, 30): R=242, G=153, B=149
Píxel (61, 30): R=000, G=244, B=242
Píxel (62, 30): R=000, G=000, B=248
Píxel (63, 30): R=250, G=000, B=250
Píxel (64, 30): R=254, G=000, B=253
Píxel (65, 30): R=000, G=000, B=000
Píxel (66, 30): R=000, G=000, B=000
Píxel (67, 30): R=000, G=000, B=000
Píxel (68, 30): R=000, G=000, B=000
Píxel (69, 30): R=000, G=000, B=000
Píxel (70, 30): R=000, G=000, B=000
Píxel (71, 30): R=000, G=000, B=000
Píxel (72, 30): R=000, G=000, B=000
Píxel (73, 30): R=000, G=000, B=000
Píxel (74, 30): R=254, G=254, B=254
Píxel (75, 30): R=000, G=000, B=000
Píxel (76, 30): R=000, G=000, B=000
Píxel (77, 30): R=000, G=000, B=000
Píxel (78, 30): R=000, G=000, B=000
Píxel (79, 30): R=224, G=224, B=224
Píxel (80, 30): R=185, G=185, B=185
Píxel (81, 30): R=000, G=000, B=000
Píxel (82, 30): R=000, G=000, B=000
Píxel (0, 31): R=000, G=000, B=000
Píxel (1, 31): R=254, G=254, B=254
Píxel (2, 31): R=186, G=186, B=186
Píxel (3, 31): R=223, G=223, B=223
Píxel (4, 31): R=000, G=000, B=000
Píxel (5, 31): R=000, G=000, B=000
Píxel (6, 31): R=000, G=000, B=000
Píxel (7, 31): R=000, G=000, B=000
Píxel (8, 31): R=000, G=000, B=000
Píxel (9, 31): R=000, G=000, B=000
Píxel (10, 31): R=000, G=000, B=000
Píxel (11, 31): R=000, G=000, B=000
Píxel (12, 31): R=000, G=000, B=000
Píxel (13, 31): R=000, G=000, B=000
Píxel (14, 31): R=000, G=000, B=000
Píxel (15, 31): R=254, G=000, B=000
Píxel (16, 31): R=251, G=000, B=000
Píxel (17, 31): R=252, G=000, B=000
Píxel (18, 31): R=000, G=000, B=253
Píxel (19, 31): R=000, G=000, B=253
Píxel (20, 31): R=250, G=254, B=000
Píxel (21, 31): R=000, G=248, B=250
Píxel (22, 31): R=000, G=234, B=237
Píxel (23, 31): R=178, G=50, B=47
Píxel (24, 31): R=228, G=28, B=13
Píxel (25, 31): R=251, G=19, B=0
Píxel (26, 31): R=250, G=21, B=0
Píxel (27, 31): R=248, G=22, B=0
Píxel (28, 31): R=250, G=21, B=0
Píxel (29, 31): R=251, G=20, B=0
Píxel (30, 31): R=252, G=19, B=4
Píxel (31, 31): R=252, G=19, B=4
Píxel (32, 31): R=251, G=20, B=2
Píxel (33, 31): R=251, G=20, B=2
Píxel (34, 31): R=251, G=20, B=2
Píxel (35, 31): R=251, G=20, B=2
Píxel (36, 31): R=251, G=20, B=2
Píxel (37, 31): R=251, G=20, B=2
Píxel (38, 31): R=252, G=19, B=2
Píxel (39, 31): R=252, G=19, B=2
Píxel (40, 31): R=252, G=19, B=2
Píxel (41, 31): R=252, G=19, B=2
Píxel (42, 31): R=251, G=20, B=2
Píxel (43, 31): R=251, G=20, B=2
Píxel (44, 31): R=251, G=20, B=2
Píxel (45, 31): R=251, G=20, B=2
Píxel (46, 31): R=251, G=20, B=2
Píxel (47, 31): R=250, G=21, B=2
Píxel (48, 31): R=248, G=21, B=4
Píxel (49, 31): R=248, G=21, B=4
Píxel (50, 31): R=251, G=20, B=2
Píxel (51, 31): R=254, G=19, B=2
Píxel (52, 31): R=254, G=19, B=2
Píxel (53, 31): R=252, G=19, B=4
Píxel (54, 31): R=251, G=19, B=5
Píxel (55, 31): R=250, G=20, B=4
Píxel (56, 31): R=247, G=22, B=0
Píxel (57, 31): R=245, G=23, B=2
Píxel (58, 31): R=242, G=21, B=3
Píxel (59, 31): R=190, G=18, B=8
Píxel (60, 31): R=000, G=204, B=200
Píxel (61, 31): R=000, G=251, B=248
Píxel (62, 31): R=254, G=000, B=250
Píxel (63, 31): R=252, G=000, B=253
Píxel (64, 31): R=254, G=000, B=000
Píxel (65, 31): R=000, G=000, B=000
Píxel (66, 31): R=000, G=000, B=000
Píxel (67, 31): R=000, G=000, B=000
Píxel (68, 31): R=000, G=000, B=000
Píxel (69, 31): R=000, G=000, B=000
Píxel (70, 31): R=000, G=000, B=000
Píxel (71, 31): R=000, G=000, B=000
Píxel (72, 31): R=000, G=000, B=000
Píxel (73, 31): R=000, G=000, B=000
Píxel (74, 31): R=254, G=254, B=254
Píxel (75, 31): R=000, G=000, B=000
Píxel (76, 31): R=000, G=000, B=000
Píxel (77, 31): R=000, G=000, B=000
Píxel (78, 31): R=000, G=000, B=000
Píxel (79, 31): R=224, G=224, B=224
Píxel (80, 31): R=185, G=185, B=185
Píxel (81, 31): R=000, G=000, B=000
Píxel (82, 31): R=000, G=000, B=000
Píxel (0, 32): R=000, G=000, B=000
Píxel (1, 32): R=254, G=254, B=254
Píxel (2, 32): R=186, G=186, B=186
Píxel (3, 32): R=223, G=223, B=223
Píxel (4, 32): R=000, G=000, B=000
Píxel (5, 32): R=000, G=000, B=000
Píxel (6, 32): R=000, G=000, B=000
Píxel (7, 32): R=000, G=000, B=000
Píxel (8, 32): R=000, G=000, B=000
Píxel (9, 32): R=000, G=000, B=000
Píxel (10, 32): R=000, G=000, B=000
Píxel (11, 32): R=000, G=000, B=000
Píxel (12, 32): R=000, G=000, B=000
Píxel (13, 32): R=000, G=000, B=000
Píxel (14, 32): R=000, G=000, B=000
Píxel (15, 32): R=254, G=000, B=000
Píxel (16, 32): R=251, G=000, B=000
Píxel (17, 32): R=249, G=000, B=253
Píxel (18, 32): R=254, G=000, B=253
Píxel (19, 32): R=000, G=000, B=000
Píxel (20, 32): R=252, G=000, B=000
Píxel (21, 32): R=000, G=248, B=000
Píxel (22, 32): R=000, G=239, B=245
Píxel (23, 32): R=222, G=114, B=114
Píxel (24, 32): R=219, G=22, B=13
Píxel (25, 32): R=251, G=14, B=0
Píxel (26, 32): R=252, G=21, B=3
Píxel (27, 32): R=252, G=23, B=2
Píxel (28, 32): R=247, G=18, B=0
Píxel (29, 32): R=253, G=22, B=2
Píxel (30, 32): R=249, G=17, B=0
Píxel (31, 32): R=253, G=21, B=1
Píxel (32, 32): R=251, G=20, B=0
Píxel (33, 32): R=250, G=21, B=0
Píxel (34, 32): R=250, G=21, B=0
Píxel (35, 32): R=250, G=21, B=0
Píxel (36, 32): R=251, G=20, B=0
Píxel (37, 32): R=252, G=20, B=0
Píxel (38, 32): R=254, G=19, B=2
Píxel (39, 32): R=254, G=19, B=2
Píxel (40, 32): R=254, G=19, B=2
Píxel (41, 32): R=254, G=19, B=2
Píxel (42, 32): R=252, G=19, B=2
Píxel (43, 32): R=252, G=19, B=2
Píxel (44, 32): R=251, G=20, B=2
Píxel (45, 32): R=251, G=20, B=2
Píxel (46, 32): R=252, G=19, B=2
Píxel (47, 32): R=252, G=19, B=4
Píxel (48, 32): R=251, G=19, B=5
Píxel (49, 32): R=251, G=19, B=7
Píxel (50, 32): R=250, G=20, B=5
Píxel (51, 32): R=251, G=19, B=5
Píxel (52, 32): R=253, G=17, B=6
Píxel (53, 32): R=251, G=17, B=6
Píxel (54, 32): R=250, G=20, B=7
Píxel (55, 32): R=249, G=22, B=5
Píxel (56, 32): R=248, G=18, B=0
Píxel (57, 32): R=245, G=21, B=0
Píxel (58, 32): R=234, G=24, B=1
Píxel (59, 32): R=194, G=38, B=23
Píxel (60, 32): R=000, G=239, B=234
Píxel (61, 32): R=000, G=254, B=000
Píxel (62, 32): R=000, G=253, B=000
Píxel (63, 32): R=000, G=254, B=000
Píxel (64, 32): R=000, G=000, B=000
Píxel (65, 32): R=000, G=000, B=000
Píxel (66, 32): R=000, G=000, B=000
Píxel (67, 32): R=000, G=000, B=000
Píxel (68, 32): R=000, G=000, B=000
Píxel (69, 32): R=000, G=000, B=000
Píxel (70, 32): R=000, G=000, B=000
Píxel (71, 32): R=000, G=000, B=000
Píxel (72, 32): R=000, G=000, B=000
Píxel (73, 32): R=000, G=000, B=000
Píxel (74, 32): R=254, G=254, B=254
Píxel (75, 32): R=000, G=000, B=000
Píxel (76, 32): R=000, G=000, B=000
Píxel (77, 32): R=000, G=000, B=000
Píxel (78, 32): R=000, G=000, B=000
Píxel (79, 32): R=224, G=224, B=224
Píxel (80, 32): R=185, G=185, B=185
Píxel (81, 32): R=000, G=000, B=000
Píxel (82, 32): R=000, G=000, B=000
Píxel (0, 33): R=000, G=000, B=000
Píxel (1, 33): R=254, G=254, B=254
Píxel (2, 33): R=186, G=186, B=186
Píxel (3, 33): R=223, G=223, B=223
Píxel (4, 33): R=000, G=000, B=000
Píxel (5, 33): R=000, G=000, B=000
Píxel (6, 33): R=000, G=000, B=000
Píxel (7, 33): R=000, G=000, B=000
Píxel (8, 33): R=000, G=000, B=000
Píxel (9, 33): R=000, G=000, B=000
Píxel (10, 33): R=000, G=000, B=000
Píxel (11, 33): R=000, G=000, B=000
Píxel (12, 33): R=000, G=000, B=000
Píxel (13, 33): R=000, G=000, B=000
Píxel (14, 33): R=000, G=000, B=000
Píxel (15, 33): R=254, G=000, B=000
Píxel (16, 33): R=251, G=000, B=000
Píxel (17, 33): R=252, G=000, B=000
Píxel (18, 33): R=000, G=000, B=251
Píxel (19, 33): R=253, G=253, B=251
Píxel (20, 33): R=253, G=254, B=000
Píxel (21, 33): R=000, G=249, B=000
Píxel (22, 33): R=000, G=246, B=251
Píxel (23, 33): R=000, G=187, B=188
Píxel (24, 33): R=199, G=17, B=13
Píxel (25, 33): R=000, G=27, B=16
Píxel (26, 33): R=245, G=16, B=0
Píxel (27, 33): R=247, G=18, B=0
Píxel (28, 33): R=254, G=25, B=6
Píxel (29, 33): R=252, G=21, B=3
Píxel (30, 33): R=252, G=20, B=0
Píxel (31, 33): R=253, G=21, B=1
Píxel (32, 33): R=251, G=20, B=2
Píxel (33, 33): R=250, G=21, B=2
Píxel (34, 33): R=250, G=21, B=2
Píxel (35, 33): R=250, G=21, B=2
Píxel (36, 33): R=251, G=20, B=2
Píxel (37, 33): R=252, G=19, B=2
Píxel (38, 33): R=254, G=19, B=2
Píxel (39, 33): R=254, G=19, B=2
Píxel (40, 33): R=254, G=19, B=2
Píxel (41, 33): R=254, G=19, B=2
Píxel (42, 33): R=252, G=19, B=2
Píxel (43, 33): R=251, G=20, B=2
Píxel (44, 33): R=251, G=20, B=2
Píxel (45, 33): R=251, G=20, B=2
Píxel (46, 33): R=251, G=20, B=2
Píxel (47, 33): R=252, G=19, B=2
Píxel (48, 33): R=252, G=19, B=4
Píxel (49, 33): R=252, G=19, B=4
Píxel (50, 33): R=250, G=21, B=2
Píxel (51, 33): R=250, G=20, B=4
Píxel (52, 33): R=252, G=18, B=7
Píxel (53, 33): R=252, G=18, B=9
Píxel (54, 33): R=250, G=20, B=7
Píxel (55, 33): R=250, G=20, B=4
Píxel (56, 33): R=253, G=21, B=0
Píxel (57, 33): R=243, G=24, B=2
Píxel (58, 33): R=215, G=28, B=9
Píxel (59, 33): R=226, G=98, B=85
Píxel (60, 33): R=000, G=243, B=241
Píxel (61, 33): R=249, G=253, B=000
Píxel (62, 33): R=254, G=253, B=000
Píxel (63, 33): R=000, G=253, B=000
Píxel (64, 33): R=000, G=000, B=000
Píxel (65, 33): R=000, G=000, B=000
Píxel (66, 33): R=000, G=000, B=000
Píxel (67, 33): R=000, G=000, B=000
Píxel (68, 33): R=000, G=000, B=000
Píxel (69, 33): R=000, G=000, B=000
Píxel (70, 33): R=000, G=000, B=000
Píxel (71, 33): R=000, G=000, B=000
Píxel (72, 33): R=000, G=000, B=000
Píxel (73, 33): R=000, G=000, B=000
Píxel (74, 33): R=254, G=254, B=254
Píxel (75, 33): R=000, G=000, B=000
Píxel (76, 33): R=000, G=000, B=000
Píxel (77, 33): R=000, G=000, B=000
Píxel (78, 33): R=000, G=000, B=000
Píxel (79, 33): R=224, G=224, B=224
Píxel (80, 33): R=185, G=185, B=185
Píxel (81, 33): R=000, G=000, B=000
Píxel (82, 33): R=000, G=000, B=000
Píxel (0, 34): R=000, G=000, B=000
Píxel (1, 34): R=254, G=254, B=254
Píxel (2, 34): R=186, G=186, B=186
Píxel (3, 34): R=223, G=223, B=223
Píxel (4, 34): R=000, G=000, B=000
Píxel (5, 34): R=000, G=000, B=000
Píxel (6, 34): R=000, G=000, B=000
Píxel (7, 34): R=000, G=000, B=000
Píxel (8, 34): R=000, G=000, B=000
Píxel (9, 34): R=000, G=000, B=000
Píxel (10, 34): R=000, G=000, B=000
Píxel (11, 34): R=000, G=000, B=000
Píxel (12, 34): R=000, G=000, B=000
Píxel (13, 34): R=000, G=000, B=000
Píxel (14, 34): R=000, G=000, B=000
Píxel (15, 34): R=000, G=000, B=000
Píxel (16, 34): R=000, G=000, B=000
Píxel (17, 34): R=000, G=000, B=253
Píxel (18, 34): R=000, G=000, B=248
Píxel (19, 34): R=000, G=254, B=249
Píxel (20, 34): R=253, G=000, B=254
Píxel (21, 34): R=000, G=000, B=000
Píxel (22, 34): R=000, G=250, B=251
Píxel (23, 34): R=000, G=237, B=236
Píxel (24, 34): R=196, G=42, B=40
Píxel (25, 34): R=231, G=24, B=14
Píxel (26, 34): R=241, G=23, B=0
Píxel (27, 34): R=247, G=22, B=0
Píxel (28, 34): R=249, G=20, B=1
Píxel (29, 34): R=250, G=18, B=4
Píxel (30, 34): R=248, G=16, B=2
Píxel (31, 34): R=253, G=21, B=7
Píxel (32, 34): R=252, G=19, B=4
Píxel (33, 34): R=252, G=19, B=4
Píxel (34, 34): R=251, G=20, B=4
Píxel (35, 34): R=251, G=20, B=4
Píxel (36, 34): R=251, G=20, B=4
Píxel (37, 34): R=251, G=20, B=4
Píxel (38, 34): R=252, G=19, B=4
Píxel (39, 34): R=252, G=19, B=4
Píxel (40, 34): R=252, G=19, B=2
Píxel (41, 34): R=251, G=20, B=2
Píxel (42, 34): R=250, G=21, B=2
Píxel (43, 34): R=250, G=21, B=2
Píxel (44, 34): R=250, G=21, B=2
Píxel (45, 34): R=250, G=21, B=2
Píxel (46, 34): R=251, G=20, B=2
Píxel (47, 34): R=251, G=20, B=0
Píxel (48, 34): R=251, G=21, B=0
Píxel (49, 34): R=252, G=20, B=0
Píxel (50, 34): R=254, G=20, B=0
Píxel (51, 34): R=252, G=20, B=0
Píxel (52, 34): R=250, G=20, B=4
Píxel (53, 34): R=250, G=20, B=7
Píxel (54, 34): R=250, G=18, B=4
Píxel (55, 34): R=251, G=18, B=3
Píxel (56, 34): R=252, G=16, B=0
Píxel (57, 34): R=236, G=26, B=9
Píxel (58, 34): R=174, G=22, B=17
Píxel (59, 34): R=000, G=204, B=204
Píxel (60, 34): R=000, G=248, B=248
Píxel (61, 34): R=248, G=000, B=000
Píxel (62, 34): R=252, G=253, B=000
Píxel (63, 34): R=000, G=000, B=000
Píxel (64, 34): R=000, G=000, B=000
Píxel (65, 34): R=000, G=000, B=000
Píxel (66, 34): R=000, G=000, B=000
Píxel (67, 34): R=000, G=000, B=000
Píxel (68, 34): R=000, G=000, B=000
Píxel (69, 34): R=000, G=000, B=000
Píxel (70, 34): R=000, G=000, B=000
Píxel (71, 34): R=000, G=000, B=000
Píxel (72, 34): R=000, G=000, B=000
Píxel (73, 34): R=000, G=000, B=000
Píxel (74, 34): R=254, G=254, B=254
Píxel (75, 34): R=000, G=000, B=000
Píxel (76, 34): R=000, G=000, B=000
Píxel (77, 34): R=000, G=000, B=000
Píxel (78, 34): R=000, G=000, B=000
Píxel (79, 34): R=224, G=224, B=224
Píxel (80, 34): R=185, G=185, B=185
Píxel (81, 34): R=000, G=000, B=000
Píxel (82, 34): R=000, G=000, B=000
Píxel (0, 35): R=000, G=000, B=000
Píxel (1, 35): R=254, G=254, B=254
Píxel (2, 35): R=186, G=186, B=186
Píxel (3, 35): R=223, G=223, B=223
Píxel (4, 35): R=000, G=000, B=000
Píxel (5, 35): R=000, G=000, B=000
Píxel (6, 35): R=000, G=000, B=000
Píxel (7, 35): R=000, G=000, B=000
Píxel (8, 35): R=000, G=000, B=000
Píxel (9, 35): R=000, G=000, B=000
Píxel (10, 35): R=000, G=000, B=000
Píxel (11, 35): R=000, G=000, B=000
Píxel (12, 35): R=000, G=000, B=000
Píxel (13, 35): R=000, G=000, B=000
Píxel (14, 35): R=000, G=000, B=000
Píxel (15, 35): R=000, G=000, B=000
Píxel (16, 35): R=000, G=000, B=253
Píxel (17, 35): R=252, G=251, B=247
Píxel (18, 35): R=000, G=254, B=248
Píxel (19, 35): R=000, G=000, B=248
Píxel (20, 35): R=253, G=252, B=248
Píxel (21, 35): R=000, G=000, B=253
Píxel (22, 35): R=252, G=252, B=250
Píxel (23, 35): R=000, G=244, B=241
Píxel (24, 35): R=000, G=159, B=158
Píxel (25, 35): R=192, G=21, B=13
Píxel (26, 35): R=239, G=35, B=11
Píxel (27, 35): R=247, G=21, B=0
Píxel (28, 35): R=249, G=20, B=1
Píxel (29, 35): R=251, G=19, B=5
Píxel (30, 35): R=251, G=19, B=5
Píxel (31, 35): R=248, G=16, B=2
Píxel (32, 35): R=251, G=19, B=5
Píxel (33, 35): R=252, G=19, B=4
Píxel (34, 35): R=251, G=20, B=4
Píxel (35, 35): R=251, G=20, B=4
Píxel (36, 35): R=251, G=20, B=4
Píxel (37, 35): R=251, G=20, B=2
Píxel (38, 35): R=251, G=20, B=2
Píxel (39, 35): R=251, G=20, B=2
Píxel (40, 35): R=250, G=21, B=2
Píxel (41, 35): R=250, G=21, B=2
Píxel (42, 35): R=250, G=21, B=2
Píxel (43, 35): R=250, G=21, B=2
Píxel (44, 35): R=250, G=21, B=2
Píxel (45, 35): R=250, G=20, B=4
Píxel (46, 35): R=250, G=20, B=4
Píxel (47, 35): R=250, G=21, B=0
Píxel (48, 35): R=251, G=23, B=0
Píxel (49, 35): R=252, G=23, B=0
Píxel (50, 35): R=000, G=21, B=0
Píxel (51, 35): R=254, G=19, B=0
Píxel (52, 35): R=250, G=20, B=4
Píxel (53, 35): R=249, G=19, B=4
Píxel (54, 35): R=251, G=18, B=3
Píxel (55, 35): R=250, G=17, B=0
Píxel (56, 35): R=254, G=21, B=4
Píxel (57, 35): R=221, G=27, B=17
Píxel (58, 35): R=188, G=73, B=76
Píxel (59, 35): R=000, G=238, B=244
Píxel (60, 35): R=000, G=247, B=247
Píxel (61, 35): R=251, G=000, B=000
Píxel (62, 35): R=000, G=000, B=000
Píxel (63, 35): R=000, G=254, B=000
Píxel (64, 35): R=000, G=000, B=000
Píxel (65, 35): R=000, G=000, B=000
Píxel (66, 35): R=000, G=000, B=000
Píxel (67, 35): R=000, G=000, B=000
Píxel (68, 35): R=000, G=000, B=000
Píxel (69, 35): R=000, G=000, B=000
Píxel (70, 35): R=000, G=000, B=000
Píxel (71, 35): R=000, G=000, B=000
Píxel (72, 35): R=000, G=000, B=000
Píxel (73, 35): R=000, G=000, B=000
Píxel (74, 35): R=254, G=254, B=254
Píxel (75, 35): R=000, G=000, B=000
Píxel (76, 35): R=000, G=000, B=000
Píxel (77, 35): R=000, G=000, B=000
Píxel (78, 35): R=000, G=000, B=000
Píxel (79, 35): R=224, G=224, B=224
Píxel (80, 35): R=185, G=185, B=185
Píxel (81, 35): R=000, G=000, B=000
Píxel (82, 35): R=000, G=000, B=000
Píxel (0, 36): R=000, G=000, B=000
Píxel (1, 36): R=254, G=254, B=254
Píxel (2, 36): R=186, G=186, B=186
Píxel (3, 36): R=223, G=223, B=223
Píxel (4, 36): R=000, G=000, B=000
Píxel (5, 36): R=000, G=000, B=000
Píxel (6, 36): R=000, G=000, B=000
Píxel (7, 36): R=000, G=000, B=000
Píxel (8, 36): R=000, G=000, B=000
Píxel (9, 36): R=000, G=000, B=000
Píxel (10, 36): R=000, G=000, B=000
Píxel (11, 36): R=000, G=000, B=000
Píxel (12, 36): R=000, G=000, B=000
Píxel (13, 36): R=000, G=000, B=000
Píxel (14, 36): R=000, G=000, B=000
Píxel (15, 36): R=000, G=000, B=253
Píxel (16, 36): R=000, G=000, B=251
Píxel (17, 36): R=252, G=253, B=248
Píxel (18, 36): R=000, G=000, B=250
Píxel (19, 36): R=000, G=000, B=250
Píxel (20, 36): R=000, G=250, B=247
Píxel (21, 36): R=000, G=253, B=250
Píxel (22, 36): R=000, G=000, B=251
Píxel (23, 36): R=000, G=248, B=245
Píxel (24, 36): R=000, G=235, B=236
Píxel (25, 36): R=181, G=59, B=56
Píxel (26, 36): R=210, G=20, B=6
Píxel (27, 36): R=243, G=18, B=0
Píxel (28, 36): R=250, G=19, B=0
Píxel (29, 36): R=254, G=23, B=3
Píxel (30, 36): R=252, G=21, B=5
Píxel (31, 36): R=251, G=21, B=5
Píxel (32, 36): R=250, G=20, B=4
Píxel (33, 36): R=250, G=21, B=2
Píxel (34, 36): R=251, G=20, B=2
Píxel (35, 36): R=252, G=20, B=0
Píxel (36, 36): R=252, G=20, B=0
Píxel (37, 36): R=251, G=20, B=0
Píxel (38, 36): R=248, G=22, B=0
Píxel (39, 36): R=247, G=23, B=0
Píxel (40, 36): R=247, G=23, B=0
Píxel (41, 36): R=248, G=22, B=0
Píxel (42, 36): R=250, G=21, B=2
Píxel (43, 36): R=251, G=20, B=2
Píxel (44, 36): R=252, G=19, B=4
Píxel (45, 36): R=251, G=19, B=5
Píxel (46, 36): R=250, G=20, B=7
Píxel (47, 36): R=248, G=21, B=4
Píxel (48, 36): R=247, G=23, B=0
Píxel (49, 36): R=248, G=23, B=0
Píxel (50, 36): R=252, G=21, B=1
Píxel (51, 36): R=252, G=19, B=4
Píxel (52, 36): R=250, G=18, B=4
Píxel (53, 36): R=250, G=19, B=3
Píxel (54, 36): R=253, G=18, B=0
Píxel (55, 36): R=251, G=20, B=2
Píxel (56, 36): R=246, G=22, B=10
Píxel (57, 36): R=188, G=15, B=9
Píxel (58, 36): R=000, G=209, B=211
Píxel (59, 36): R=000, G=245, B=247
Píxel (60, 36): R=000, G=254, B=249
Píxel (61, 36): R=000, G=000, B=251
Píxel (62, 36): R=250, G=244, B=248
Píxel (63, 36): R=000, G=252, B=000
Píxel (64, 36): R=000, G=254, B=000
Píxel (65, 36): R=000, G=000, B=000
Píxel (66, 36): R=000, G=000, B=000
Píxel (67, 36): R=000, G=000, B=000
Píxel (68, 36): R=000, G=000, B=000
Píxel (69, 36): R=000, G=000, B=000
Píxel (70, 36): R=000, G=000, B=000
Píxel (71, 36): R=000, G=000, B=000
Píxel (72, 36): R=000, G=000, B=000
Píxel (73, 36): R=000, G=000, B=000
Píxel (74, 36): R=254, G=254, B=254
Píxel (75, 36): R=000, G=000, B=000
Píxel (76, 36): R=000, G=000, B=000
Píxel (77, 36): R=000, G=000, B=000
Píxel (78, 36): R=000, G=000, B=000
Píxel (79, 36): R=224, G=224, B=224
Píxel (80, 36): R=185, G=185, B=185
Píxel (81, 36): R=000, G=000, B=000
Píxel (82, 36): R=000, G=000, B=000
Píxel (0, 37): R=000, G=000, B=000
Píxel (1, 37): R=254, G=254, B=254
Píxel (2, 37): R=186, G=186, B=186
Píxel (3, 37): R=223, G=223, B=223
Píxel (4, 37): R=000, G=000, B=000
Píxel (5, 37): R=000, G=000, B=000
Píxel (6, 37): R=000, G=000, B=000
Píxel (7, 37): R=000, G=000, B=000
Píxel (8, 37): R=000, G=000, B=000
Píxel (9, 37): R=000, G=000, B=000
Píxel (10, 37): R=000, G=000, B=000
Píxel (11, 37): R=000, G=000, B=000
Píxel (12, 37): R=000, G=000, B=000
Píxel (13, 37): R=000, G=000, B=000
Píxel (14, 37): R=000, G=000, B=000
Píxel (15, 37): R=000, G=000, B=253
Píxel (16, 37): R=000, G=000, B=251
Píxel (17, 37): R=000, G=000, B=251
Píxel (18, 37): R=000, G=254, B=252
Píxel (19, 37): R=252, G=251, B=249
Píxel (20, 37): R=000, G=253, B=253
Píxel (21, 37): R=000, G=253, B=252
Píxel (22, 37): R=254, G=000, B=249
Píxel (23, 37): R=000, G=253, B=248
Píxel (24, 37): R=000, G=245, B=247
Píxel (25, 37): R=000, G=197, B=198
Píxel (26, 37): R=186, G=27, B=23
Píxel (27, 37): R=240, G=32, B=22
Píxel (28, 37): R=244, G=19, B=1
Píxel (29, 37): R=250, G=18, B=0
Píxel (30, 37): R=250, G=19, B=0
Píxel (31, 37): R=247, G=18, B=0
Píxel (32, 37): R=248, G=21, B=2
Píxel (33, 37): R=248, G=21, B=2
Píxel (34, 37): R=251, G=20, B=0
Píxel (35, 37): R=252, G=20, B=0
Píxel (36, 37): R=252, G=20, B=0
Píxel (37, 37): R=251, G=20, B=0
Píxel (38, 37): R=248, G=22, B=0
Píxel (39, 37): R=247, G=23, B=0
Píxel (40, 37): R=247, G=22, B=0
Píxel (41, 37): R=248, G=22, B=0
Píxel (42, 37): R=251, G=20, B=2
Píxel (43, 37): R=254, G=19, B=2
Píxel (44, 37): R=254, G=18, B=4
Píxel (45, 37): R=252, G=19, B=4
Píxel (46, 37): R=251, G=19, B=5
Píxel (47, 37): R=248, G=21, B=4
Píxel (48, 37): R=246, G=22, B=0
Píxel (49, 37): R=247, G=21, B=0
Píxel (50, 37): R=250, G=20, B=4
Píxel (51, 37): R=251, G=19, B=7
Píxel (52, 37): R=251, G=19, B=7
Píxel (53, 37): R=251, G=20, B=4
Píxel (54, 37): R=252, G=20, B=0
Píxel (55, 37): R=241, G=24, B=5
Píxel (56, 37): R=205, G=18, B=11
Píxel (57, 37): R=243, G=113, B=113
Píxel (58, 37): R=000, G=241, B=244
Píxel (59, 37): R=253, G=251, B=252
Píxel (60, 37): R=000, G=000, B=251
Píxel (61, 37): R=254, G=253, B=249
Píxel (62, 37): R=000, G=252, B=000
Píxel (63, 37): R=000, G=248, B=253
Píxel (64, 37): R=000, G=254, B=000
Píxel (65, 37): R=000, G=000, B=000
Píxel (66, 37): R=000, G=000, B=000
Píxel (67, 37): R=000, G=000, B=000
Píxel (68, 37): R=000, G=000, B=000
Píxel (69, 37): R=000, G=000, B=000
Píxel (70, 37): R=000, G=000, B=000
Píxel (71, 37): R=000, G=000, B=000
Píxel (72, 37): R=000, G=000, B=000
Píxel (73, 37): R=000, G=000, B=000
Píxel (74, 37): R=254, G=254, B=254
Píxel (75, 37): R=000, G=000, B=000
Píxel (76, 37): R=000, G=000, B=000
Píxel (77, 37): R=000, G=000, B=000
Píxel (78, 37): R=000, G=000, B=000
Píxel (79, 37): R=224, G=224, B=224
Píxel (80, 37): R=185, G=185, B=185
Píxel (81, 37): R=000, G=000, B=000
Píxel (82, 37): R=000, G=000, B=000
Píxel (0, 38): R=000, G=000, B=000
Píxel (1, 38): R=254, G=254, B=254
Píxel (2, 38): R=186, G=186, B=186
Píxel (3, 38): R=223, G=223, B=223
Píxel (4, 38): R=000, G=000, B=000
Píxel (5, 38): R=000, G=000, B=000
Píxel (6, 38): R=000, G=000, B=000
Píxel (7, 38): R=000, G=000, B=000
Píxel (8, 38): R=000, G=000, B=000
Píxel (9, 38): R=000, G=000, B=000
Píxel (10, 38): R=000, G=000, B=000
Píxel (11, 38): R=000, G=000, B=000
Píxel (12, 38): R=000, G=000, B=000
Píxel (13, 38): R=000, G=000, B=000
Píxel (14, 38): R=000, G=000, B=000
Píxel (15, 38): R=000, G=000, B=253
Píxel (16, 38): R=000, G=000, B=251
Píxel (17, 38): R=000, G=000, B=253
Píxel (18, 38): R=253, G=253, B=000
Píxel (19, 38): R=251, G=252, B=000
Píxel (20, 38): R=000, G=254, B=000
